entry_id,player_id,event_id,timestamp,chance_of_playing_this_round,form,status,fixture_code,opposition_gf,opposition_ga,opposition,is_home,kickoff_time,points_h,points_a,minutes_h,minutes_a,goals_scored_h,goals_scored_a,assists_h,assists_a,clean_sheets_h,clean_sheets_a,goals_conceded_h,goals_conceded_a,yellow_cards_h,yellow_cards_a,red_cards_h,red_cards_a,bonus_h,bonus_a,influence_h,influence_a,creativity_h,creativity_a,threat_h,threat_a,points_1,points_2,points_3,minutes_1,minutes_2,minutes_3,opposition_strength,response
77,62,33,2021-04-23 14:46:16,100.0,5.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,2.88,4.38,78.75,84.38,0.06,0.19,0.0,0.0,0.31,0.31,1.12,1.06,0.31,0.0,0.0,0.06,0.31,0.62,16.56,21.99,5.59,2.02,11.19,14.31,6,8,1,90.0,90.0,90.0,2.0,2
78,63,33,2021-04-23 14:46:16,0.0,0.0,u,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
79,64,33,2021-04-23 14:46:16,25.0,0.0,d,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
80,65,33,2021-04-23 14:46:16,0.0,0.0,i,326,1.38,1.09,15,0,2021-04-24 19:00:00,1.88,2.44,50.69,53.69,0.06,0.06,0.0,0.12,0.19,0.25,0.81,0.75,0.0,0.0,0.0,0.0,0.19,0.19,11.26,11.78,14.42,11.47,14.5,5.62,0,0,0,0.0,0.0,0.0,2.0,0
81,66,33,2021-04-23 14:46:16,100.0,2.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,1.81,2.38,61.88,66.5,0.0,0.0,0.0,0.0,0.19,0.31,0.94,0.75,0.06,0.12,0.0,0.0,0.0,0.0,9.52,12.58,2.49,3.18,5.19,7.88,6,0,0,90.0,0.0,0.0,2.0,2
82,67,33,2021-04-23 14:46:16,100.0,4.3,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,3.94,1.56,74.25,57.0,0.06,0.0,0.06,0.0,0.38,0.12,0.75,0.88,0.12,0.06,0.0,0.0,0.56,0.06,16.96,11.92,17.06,3.63,6.0,3.06,6,6,1,90.0,90.0,90.0,2.0,2
83,68,33,2021-04-23 14:46:16,100.0,1.7,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,2.88,3.5,73.69,66.19,0.19,0.31,0.06,0.06,0.38,0.19,0.94,1.0,0.06,0.0,0.0,0.0,0.31,0.44,11.27,15.49,16.95,8.83,31.56,32.31,1,2,2,16.0,86.0,90.0,2.0,2
84,69,33,2021-04-23 14:46:16,100.0,2.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,4.12,2.94,70.75,66.56,0.19,0.06,0.19,0.19,0.38,0.25,0.94,0.81,0.12,0.0,0.0,0.0,0.62,0.19,18.8,10.65,23.19,15.81,27.0,13.06,1,3,2,59.0,90.0,62.0,2.0,2
85,71,33,2021-04-23 14:46:16,100.0,0.7,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.75,0.31,12.12,4.44,0.0,0.0,0.06,0.0,0.0,0.0,0.25,0.19,0.12,0.0,0.0,0.0,0.0,0.0,2.69,0.6,4.31,1.72,7.69,2.38,0,1,1,0.0,3.0,3.0,2.0,1
86,72,33,2021-04-23 14:46:16,100.0,0.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,1
87,73,33,2021-04-23 14:46:16,0.0,0.0,u,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
88,74,33,2021-04-23 14:46:16,100.0,4.0,s,326,1.38,1.09,15,0,2021-04-24 19:00:00,3.19,2.62,81.81,89.56,0.0,0.0,0.0,0.0,0.38,0.31,1.12,1.19,0.12,0.06,0.0,0.06,0.31,0.0,12.21,12.95,6.64,2.28,3.19,3.5,3,9,0,90.0,90.0,90.0,2.0,0
89,75,33,2021-04-23 14:46:16,0.0,0.0,u,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.12,0.19,5.62,7.19,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.18,1.79,0.23,4.19,0.12,0,0,0,0.0,0.0,0.0,2.0,0
90,76,33,2021-04-23 14:46:16,100.0,2.7,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,1.94,2.19,81.56,79.19,0.0,0.06,0.0,0.0,0.38,0.25,1.0,1.12,0.25,0.12,0.0,0.06,0.0,0.12,12.75,13.44,7.05,7.81,3.31,6.75,3,3,2,90.0,90.0,90.0,2.0,2
91,77,33,2021-04-23 14:46:16,0.0,0.0,i,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.94,1.25,28.12,27.31,0.0,0.06,0.12,0.06,0.06,0.06,0.56,0.38,0.12,0.0,0.0,0.06,0.0,0.12,4.88,4.36,4.53,5.65,5.12,4.62,0,0,0,0.0,0.0,0.0,2.0,0
92,78,33,2021-04-23 14:46:16,75.0,0.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,1.0,1.25,24.56,20.12,0.06,0.06,0.0,0.06,0.0,0.06,0.62,0.31,0.0,0.0,0.0,0.0,0.0,0.12,2.61,3.69,2.43,1.53,12.88,5.19,0,0,0,0.0,0.0,0.0,2.0,1
93,79,33,2021-04-23 14:46:16,100.0,0.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.56,1.25,19.19,26.94,0.0,0.06,0.0,0.0,0.06,0.19,0.56,0.38,0.06,0.06,0.0,0.0,0.0,0.19,2.08,5.28,4.67,3.89,2.69,1.81,0,0,0,0.0,0.0,0.0,2.0,0
94,80,33,2021-04-23 14:46:16,100.0,1.3,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,1.0,1.62,30.81,26.69,0.0,0.06,0.0,0.06,0.19,0.12,0.25,0.25,0.06,0.0,0.0,0.0,0.0,0.19,3.11,5.99,6.08,4.52,9.94,2.5,3,0,1,73.0,0.0,27.0,2.0,0
95,503,33,2021-04-23 14:46:16,100.0,0.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
96,528,33,2021-04-23 14:46:16,,0.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
97,550,33,2021-04-23 14:46:16,0.0,0.0,u,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
98,574,33,2021-04-23 14:46:16,,0.3,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.21,0.21,5.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.67,0.39,0.11,4.5,1.36,0,0,1,0.0,0.0,2.0,2.0,0
99,588,33,2021-04-23 14:46:16,100.0,4.3,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,2.21,2.46,37.07,49.85,0.14,0.15,0.14,0.08,0.21,0.15,0.36,0.69,0.0,0.0,0.0,0.0,0.21,0.46,7.64,9.68,7.41,5.93,23.57,13.77,2,2,9,85.0,90.0,90.0,2.0,2
100,597,33,2021-04-23 14:46:16,,5.7,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,3.0,3.77,69.23,76.15,0.0,0.0,0.0,0.0,0.38,0.31,0.69,0.77,0.0,0.0,0.0,0.0,0.08,0.54,11.05,21.54,0.0,0.0,0.0,0.0,9,6,2,90.0,90.0,90.0,2.0,2
101,627,33,2021-04-23 14:46:16,75.0,0.0,d,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.38,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,1.44,0.0,0.75,0,0,0,0.0,0.0,0.0,2.0,0
102,628,33,2021-04-23 14:46:16,100.0,2.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.86,0.62,24.86,12.5,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.17,1.32,2.31,2.24,7.86,3.5,1,3,2,4.0,86.0,86.0,2.0,2
103,630,33,2021-04-23 14:46:16,,0.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.12,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,0,0,0.0,0.0,0.0,2.0,0
104,631,33,2021-04-23 14:46:16,,0.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
105,632,33,2021-04-23 14:46:16,0.0,0.0,u,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
106,633,33,2021-04-23 14:46:16,,0.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
107,662,33,2021-04-23 14:46:16,,0.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
108,663,33,2021-04-23 14:46:16,,0.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
109,664,33,2021-04-23 14:46:16,,0.0,a,326,1.38,1.09,15,0,2021-04-24 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
110,55,33,2021-04-23 14:46:16,100.0,0.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.24,0.25,9.71,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.06,0.0,0.0,0.0,0.0,0.0,1.06,0.81,0.3,0.2,0.76,1.75,0,0,0,0.0,0.0,0.0,3.0,0
111,81,33,2021-04-23 14:46:16,100.0,2.7,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,2.62,3.06,84.38,84.38,0.0,0.06,0.0,0.0,0.19,0.38,1.06,1.44,0.06,0.25,0.0,0.0,0.31,0.06,18.23,21.91,4.22,4.16,10.62,8.81,6,1,1,90.0,90.0,90.0,3.0,5
112,82,33,2021-04-23 14:46:16,100.0,0.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.06,0.06,5.62,11.44,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.44,0.06,0.06,0.0,0.0,0.0,0.0,0.85,1.61,0.63,0.18,0.0,0.38,0,0,0,0.0,0.0,0.0,3.0,0
113,83,33,2021-04-23 14:46:16,100.0,1.7,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,1.62,1.5,37.12,41.62,0.0,0.0,0.12,0.06,0.06,0.12,0.56,0.62,0.06,0.0,0.0,0.0,0.31,0.0,6.88,5.59,2.79,2.02,1.25,2.69,0,1,4,0.0,90.0,32.0,3.0,0
114,84,33,2021-04-23 14:46:16,100.0,0.3,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.69,0.5,29.69,21.88,0.0,0.0,0.0,0.0,0.06,0.06,0.38,0.56,0.06,0.06,0.0,0.0,0.0,0.0,2.94,1.98,2.94,1.09,3.25,1.25,1,0,0,90.0,0.0,0.0,3.0,3
115,85,33,2021-04-23 14:46:16,0.0,0.0,i,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.31,0.56,22.5,17.25,0.0,0.0,0.0,0.0,0.0,0.06,0.38,0.44,0.12,0.0,0.0,0.0,0.0,0.06,3.66,2.75,0.1,0.65,0.94,0.62,0,0,0,0.0,0.0,0.0,3.0,0
116,86,33,2021-04-23 14:46:16,100.0,0.7,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,1.38,1.69,34.38,36.5,0.0,0.06,0.12,0.06,0.12,0.12,0.56,0.88,0.12,0.06,0.0,0.0,0.0,0.12,3.71,5.24,2.86,3.09,6.75,12.5,1,0,1,2.0,0.0,12.0,3.0,1
117,87,33,2021-04-23 14:46:16,0.0,0.0,i,328,1.28,1.0,20,0,2021-04-25 11:00:00,1.75,1.25,37.56,43.06,0.12,0.06,0.0,0.0,0.12,0.25,0.44,0.62,0.0,0.25,0.0,0.0,0.31,0.12,4.59,5.01,4.78,9.64,12.88,18.5,0,0,0,0.0,0.0,0.0,3.0,0
118,88,33,2021-04-23 14:46:16,100.0,1.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,2.88,2.69,67.5,72.69,0.12,0.0,0.0,0.0,0.19,0.31,0.75,1.25,0.12,0.0,0.0,0.0,0.19,0.25,17.31,18.91,0.93,1.55,10.06,5.31,1,1,1,90.0,90.0,90.0,3.0,6
119,89,33,2021-04-23 14:46:16,100.0,3.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,2.5,2.88,89.38,90.0,0.0,0.06,0.12,0.12,0.19,0.38,1.12,1.69,0.12,0.25,0.0,0.0,0.06,0.06,12.88,14.26,21.5,21.8,3.38,2.75,5,2,2,90.0,90.0,90.0,3.0,9
120,90,33,2021-04-23 14:46:16,100.0,2.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,1.44,1.38,40.31,31.25,0.06,0.06,0.0,0.0,0.06,0.12,0.56,0.56,0.06,0.0,0.0,0.0,0.12,0.06,5.41,4.75,4.45,3.15,3.5,4.75,2,2,2,87.0,90.0,89.0,3.0,0
121,91,33,2021-04-23 14:46:16,100.0,5.7,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,3.31,2.94,66.81,73.0,0.25,0.19,0.06,0.06,0.12,0.31,0.88,1.31,0.0,0.0,0.0,0.0,0.62,0.19,14.35,9.58,8.18,6.98,27.5,23.31,2,5,10,90.0,90.0,90.0,3.0,20
122,92,33,2021-04-23 14:46:16,100.0,1.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,2.25,3.06,84.38,73.12,0.0,0.06,0.0,0.0,0.19,0.31,1.06,1.25,0.19,0.06,0.0,0.0,0.06,0.31,12.08,14.94,10.63,7.74,3.25,3.06,1,1,1,90.0,90.0,90.0,3.0,8
123,93,33,2021-04-23 14:46:16,100.0,4.7,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,1.69,1.38,40.69,24.19,0.12,0.06,0.0,0.06,0.06,0.0,0.5,0.69,0.0,0.0,0.0,0.0,0.12,0.0,5.41,4.96,6.34,3.23,15.25,9.0,1,7,6,2.0,90.0,77.0,3.0,2
124,94,33,2021-04-23 14:46:16,0.0,0.0,u,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
125,95,33,2021-04-23 14:46:16,0.0,0.0,i,328,1.28,1.0,20,0,2021-04-25 11:00:00,1.62,1.12,27.88,37.56,0.06,0.0,0.06,0.0,0.19,0.25,0.19,0.19,0.06,0.12,0.0,0.0,0.19,0.0,5.26,5.62,4.61,3.76,4.81,5.69,0,0,0,0.0,0.0,0.0,3.0,0
126,96,33,2021-04-23 14:46:16,50.0,0.7,d,328,1.28,1.0,20,0,2021-04-25 11:00:00,3.38,4.75,84.38,78.75,0.0,0.0,0.0,0.0,0.19,0.38,1.0,1.19,0.0,0.06,0.0,0.0,0.31,0.94,22.04,27.12,0.62,0.62,0.0,0.0,0,0,2,0.0,0.0,90.0,3.0,6
127,97,33,2021-04-23 14:46:16,100.0,0.3,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,2.0,2.06,55.0,62.81,0.0,0.0,0.06,0.06,0.12,0.25,0.62,1.38,0.0,0.06,0.0,0.0,0.06,0.12,9.5,13.69,4.82,6.76,1.38,1.5,1,0,0,90.0,0.0,57.0,3.0,6
128,98,33,2021-04-23 14:46:16,100.0,1.7,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,1.69,1.94,71.88,72.94,0.0,0.0,0.0,0.0,0.19,0.31,0.81,1.19,0.12,0.0,0.0,0.0,0.0,0.0,7.91,9.82,5.87,8.06,10.56,8.25,2,1,2,87.0,90.0,90.0,3.0,3
129,99,33,2021-04-23 14:46:16,100.0,1.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.06,0.12,5.62,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.04,0.0,0.0,0.0,0.0,2,1,0,90.0,90.0,0.0,3.0,0
130,100,33,2021-04-23 14:46:16,75.0,2.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,2.69,3.0,80.06,81.56,0.06,0.06,0.06,0.12,0.19,0.38,1.06,1.56,0.0,0.06,0.0,0.0,0.19,0.19,14.69,15.76,20.95,20.15,8.12,5.38,2,2,2,90.0,90.0,90.0,3.0,11
131,519,33,2021-04-23 14:46:16,100.0,0.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.12,0.38,5.62,5.62,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.52,3.61,0.64,0.68,0.5,1.88,0,0,0,0.0,0.0,0.0,3.0,0
132,520,33,2021-04-23 14:46:16,0.0,0.0,u,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
133,535,33,2021-04-23 14:46:16,,0.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.38,0.25,6.06,10.19,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.17,0.32,0.0,0.81,0,0,0,0.0,0.0,0.0,3.0,0
134,536,33,2021-04-23 14:46:16,,0.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
135,551,33,2021-04-23 14:46:16,0.0,0.0,u,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
136,583,33,2021-04-23 14:46:16,,0.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
137,591,33,2021-04-23 14:46:16,,0.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
138,592,33,2021-04-23 14:46:16,,0.3,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.0,0.15,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1.0,3.0,0
139,612,33,2021-04-23 14:46:16,,0.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
140,613,33,2021-04-23 14:46:16,,0.3,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.2,0.11,2.3,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.0,0.0,0,1,0,0.0,1.0,0.0,3.0,0
141,658,33,2021-04-23 14:46:16,,0.0,a,328,1.28,1.0,20,0,2021-04-25 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
142,101,33,2021-04-23 14:46:16,,0.0,a,327,1.5,1.78,19,0,2021-04-24 16:30:00,0.0,0.06,0.0,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
143,102,33,2021-04-23 14:46:16,,0.7,a,327,1.5,1.78,19,0,2021-04-24 16:30:00,3.62,2.56,61.88,48.12,0.06,0.0,0.0,0.06,0.44,0.31,0.75,0.19,0.12,0.12,0.0,0.0,0.5,0.12,15.84,9.57,12.11,6.49,5.56,3.0,0,2,0,0.0,90.0,90.0,4.0,6
144,103,33,2021-04-23 14:46:16,100.0,0.3,a,327,1.5,1.78,19,0,2021-04-24 16:30:00,1.88,0.94,24.12,20.5,0.19,0.06,0.0,0.0,0.19,0.06,0.12,0.19,0.06,0.0,0.0,0.0,0.38,0.0,7.39,2.7,3.81,3.12,15.44,8.38,1,0,0,13.0,0.0,0.0,4.0,0
145,104,33,2021-04-23 14:46:16,,3.0,a,327,1.5,1.78,19,0,2021-04-24 16:30:00,2.44,0.56,32.25,21.44,0.06,0.0,0.06,0.0,0.25,0.06,0.44,0.31,0.0,0.12,0.0,0.0,0.31,0.0,7.05,3.81,7.23,3.44,13.62,3.75,6,0,3,66.0,0.0,90.0,4.0,0
146,105,33,2021-04-23 14:46:16,100.0,2.3,a,327,1.5,1.78,19,0,2021-04-24 16:30:00,3.06,3.06,58.38,45.06,0.19,0.19,0.06,0.06,0.44,0.38,0.62,0.19,0.06,0.0,0.0,0.0,0.25,0.5,16.51,14.79,10.64,7.54,5.06,4.69,2,3,2,90.0,60.0,71.0,4.0,3
147,107,33,2021-04-23 14:46:16,50.0,1.0,i,327,1.5,1.78,19,0,2021-04-24 16:30:00,1.88,1.38,56.06,49.31,0.0,0.0,0.06,0.0,0.38,0.19,0.69,0.75,0.12,0.06,0.0,0.0,0.0,0.0,11.49,8.26,12.0,10.83,5.19,3.81,0,2,1,0.0,82.0,90.0,4.0,0
148,109,33,2021-04-23 14:46:16,,3.0,a,327,1.5,1.78,19,0,2021-04-24 16:30:00,2.19,2.38,33.75,50.62,0.0,0.0,0.0,0.0,0.31,0.31,0.06,0.31,0.0,0.0,0.0,0.0,0.19,0.19,5.89,11.64,0.84,3.86,2.81,7.38,7,2,0,90.0,90.0,0.0,4.0,8
149,110,33,2021-04-23 14:46:16,100.0,4.3,a,327,1.5,1.78,19,0,2021-04-24 16:30:00,3.0,3.19,61.88,50.62,0.12,0.19,0.0,0.0,0.31,0.19,0.94,0.56,0.12,0.0,0.0,0.0,0.06,0.31,16.14,17.35,0.84,2.43,8.25,9.81,5,8,0,90.0,90.0,90.0,4.0,0
150,111,33,2021-04-23 14:46:16,,0.0,a,327,1.5,1.78,19,0,2021-04-24 16:30:00,0.38,0.06,5.0,0.5,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.39,0.44,0.04,0.12,0.0,0,0,0,0.0,0.0,0.0,4.0,0
151,112,33,2021-04-23 14:46:16,100.0,3.0,a,327,1.5,1.78,19,0,2021-04-24 16:30:00,1.38,0.12,22.5,5.62,0.0,0.0,0.0,0.0,0.12,0.0,0.31,0.06,0.0,0.0,0.0,0.0,0.31,0.0,5.36,0.65,0.0,0.0,0.0,0.0,9,0,0,90.0,0.0,0.0,4.0,0
152,113,33,2021-04-23 14:46:16,100.0,0.3,a,327,1.5,1.78,19,0,2021-04-24 16:30:00,1.62,1.88,55.94,64.56,0.0,0.0,0.06,0.06,0.25,0.31,0.69,0.75,0.19,0.19,0.0,0.0,0.0,0.0,11.68,14.3,9.33,11.18,2.75,1.81,0,1,0,0.0,29.0,0.0,4.0,2
153,114,33,2021-04-23 14:46:16,100.0,1.7,a,327,1.5,1.78,19,0,2021-04-24 16:30:00,1.69,1.75,34.25,26.12,0.0,0.06,0.12,0.06,0.25,0.31,0.38,0.0,0.06,0.12,0.0,0.0,0.19,0.19,7.0,5.8,17.74,8.04,8.75,7.94,3,1,1,76.0,7.0,32.0,4.0,1
154,116,33,2021-04-23 14:46:16,50.0,2.0,a,327,1.5,1.78,19,0,2021-04-24 16:30:00,1.69,1.25,40.12,31.5,0.0,0.0,0.0,0.0,0.25,0.12,0.69,0.31,0.0,0.06,0.06,0.0,0.25,0.19,9.28,6.79,3.11,0.99,1.75,0.12,7,0,-1,90.0,0.0,57.0,4.0,5
